date,tweet,link
2022-07-19,"A new user on the Russian cybercrime forum Exploit just posted a video claiming to show a zero-day, remote code execution exploit in Google's latest Chrome browser running on Windows 10. Asking price: $2M. h/t @HoldSecurity  https://t.co/uEYhNDyWVc",https://twitter.com/briankrebs/status/1549435629456576515
