id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1596891164707545089,1596891164707545089,2022-11-27 10:38:17 EST,2022-11-27,10:38:17,-500,1404319139720802306,technopixel_org,TechnoPixel,,Critical vulnerability discovered in Google Chrome!  #Sofware #Day #Google  https://t.co/Bn8CuqIkMo,en,[],['https://www.technopixel.org/critical-vulnerability-discovered-in-google-chrome/?feed_id=108938&_unique_id=638384666d743'],[],1,0,0,"['sofware', 'day', 'google']",[],https://twitter.com/TechnoPixel_Org/status/1596891164707545089,False,,0,,,,,,,,[],,,,
